school_name,city,state,zip,school_url,price_calculator_url,in_state_tuition,out_of_state_tuition,attendance_cost,median_debt,student_size,net_price_public,net_price_private,median_earnings_10yrs,completion_rate,admission_rate,sat_average,first_generation,median_family_income,age_entry,completion_rate_imputed,admission_rate_imputed,sat_average_imputed,first_generation_imputed
University of Wisconsin-La Crosse,La Crosse,WI,54601-9959,www.uwlax.edu/,https://npc.collegeboard.org/app/uwlax,9232,18051,17946,22500.0,9137,7758,0,60378,0.714,0.7425,1190.0,0.2138098122,83835,20,False,False,False,False
Wisconsin Lutheran College,Milwaukee,WI,53226-4699,www.wlc.edu/,https://www.wlc.edu/Net-Price-Calculator/,33762,33762,45903,26000.0,990,0,14475,54664,0.6384,0.9383,1181.0,0.2936802974,68509,22,False,False,False,False
University of Wisconsin-Oshkosh,Oshkosh,WI,54901,https://www.uwosh.edu/,https://www.uwosh.edu/vsacalculator/financial-aid-award-estimator,7795,15368,18642,21500.0,7812,9754,0,55548,0.5635,0.8852,1050.0,0.3102329696,65029,21,False,False,False,False
University of Wisconsin-Parkside,Kenosha,WI,53144,https://www.uwp.edu/,https://www.uwp.edu/live/offices/financialaid/npcalculator.cfm,7466,15736,15328,20492.0,2969,5349,0,51129,0.4076,0.7283,1090.0,0.4094707521,42730,22,False,False,False,False
Herzing University-Madison,Madison,WI,53718,https://www.herzing.edu/,https://www.herzing.edu/tuition-financial-aid/net-price-calculator,12750,12750,27991,21500.0,1783,0,22707,36909,0.2864,0.9448,,0.5209032652,18321,31,False,False,True,False
University of Wisconsin-Stout,Menomonie,WI,54751,www.uwstout.edu/,www2.uwstout.edu/StoutForms/FinancialAid/NetPriceCalc.aspx,9663,17930,20440,23000.0,6176,9819,0,58084,0.5401,0.8631,1120.0,0.2783985102,70070,21,False,False,False,False
University of Wisconsin-Superior,Superior,WI,54880-4500,https://www.uwsuper.edu/,https://www.uwsuper.edu/finaid/calculator,8167,15740,18487,22500.0,2021,7960,0,49606,0.4154,0.956,1050.0,0.2959285005,47927,24,False,False,False,False
University of Wisconsin-Madison,Madison,WI,53706-1380,www.wisc.edu/,https://financialaid.wisc.edu/net-price-calculator/,10796,39427,27100,20484.0,35184,3964,0,73792,0.8921,0.4906,1374.0,0.1680527224,92428,20,False,False,False,False
University of Wisconsin-Milwaukee,Milwaukee,WI,53211,uwm.edu/,uwm.edu/onestop/finances/net-price-calculator/,9620,21485,21812,23000.0,17076,10809,0,54990,0.476,0.8632,1090.0,0.3304775104,50518,22,False,False,False,False
University of Wisconsin-Platteville,Platteville,WI,53818-3099,https://www.uwplatt.edu/,https://tcc.ruffalonl.com/University of Wisconsin-Platteville/All-Students,7862,16800,19916,21977.0,5920,9145,0,61760,0.6,0.8543,1150.0,0.2873563218,71248,20,False,False,False,False
University of Wisconsin-River Falls,River Falls,WI,54022-5001,https://www.uwrf.edu/,https://www.uwrf.edu/FinancialAid/NetPriceCalculator.cfm,8135,16128,18312,20500.0,4327,8881,0,54458,0.579,0.8448,1090.0,0.2645299145,69526,21,False,False,False,False
University of Wisconsin-Stevens Point,Stevens Point,WI,54481-3897,https://www.uwsp.edu/,https://www.uwsp.edu/finaid/Pages/NetPriceCalculator/npcalc.htm,8376,17080,18407,21503.0,6995,8498,0,52021,0.5572,0.8905,1120.0,0.3057193396,63571,20,False,False,False,False
Casper College,Casper,WY,82601-4699,https://www.caspercollege.edu/,https://www.caspercollege.edu/wp-content/uploads/net-price-calculator/index.html,3528,8568,13599,9534.0,2222,7270,0,40935,0.3955,,,0.3712820513,28161,25,False,True,True,False
Central Wyoming College,Riverton,WY,82501,https://www.cwc.edu/,https://wa2.cwc.edu/NetPriceCalcDOE/,4680,10980,12619,8361.0,987,6645,0,34402,0.3971,,,0.4462242563,26622,25,False,True,True,False
Eastern Wyoming College,Torrington,WY,82240-1699,ewc.wy.edu/,ewc.wy.edu/future-students/financial-aid/net-price-calculator/,4290,10590,13358,7000.0,509,3942,0,37121,0.3721,,,0.4379084967,27041,23,False,True,True,False
Laramie County Community College,Cheyenne,WY,82007-3299,https://www.lccc.wy.edu/,https://www.lccc.wy.edu/services/financialaid/netPriceCalculator/index.html,4613,10913,13081,11000.0,2394,5753,0,44783,0.284,,,0.3827851645,30398,25,False,True,True,False
Northwest College,Powell,WY,82435-1898,www.nwc.edu/,www.nwc.edu/calculator,4862,11162,14631,10000.0,889,6885,0,36950,0.4155,,,0.3625,34915,23,False,True,True,False
Northern Wyoming Community College District,Sheridan,WY,82801,https://www.sheridan.edu/,https://sheridan.studentaidcalculator.com/survey.aspx,4830,11130,15132,8622.0,1700,7538,0,40477,0.3726,,,0.4549950544,32136,25,False,True,True,False
Western Wyoming Community College,Rock Springs,WY,82901,https://www.westernwyoming.edu/,https://wwccwy.studentaidcalculator.com/survey.aspx,3600,8640,12709,9000.0,1239,3632,0,40939,0.3607,,,0.4742698192,29391,25,False,True,True,False
Cheeks Beauty Academy,Cheyenne,WY,82001-4413,www.cheeksusa.com/,www.cheeksbeautyacademy.com/consumer-information,0,0,0,7000.0,45,0,9498,25459,0.6947,,,0.3888888889,13139,25,False,True,True,False
WyoTech,Laramie,WY,82070-9519,https://www.wyotech.edu/,https://www.wyotech.edu/student-services/tuition-aid/net-price-calculator/,0,0,0,6800.0,993,0,29036,50167,0.8317,,,0.4720394737,28633,22,False,True,True,False
University of Wyoming,Laramie,WY,82071,www.uwyo.edu/,https://www.uwyo.edu/sfa/net-price-calculator/index.html,6621,21771,21423,18000.0,8363,7174,0,56880,0.6054,0.9598,,0.277271069,54733,22,False,False,True,False
American Samoa Community College,Pago Pago,AS,96799-2609,www.amsamoa.edu/,www.amsamoa.edu/netpricecalc/npcalc.htm,5460,5760,9250,13500.0,966,4460,0,30087,0.3427,,,0.5780346821,14124,19,False,True,True,False
Guam Community College,Mangilao,GU,96913,www.guamcc.edu/,www.guamcc.edu/Runtime/uploads/Files/03 Finance and Admin/FinancialAid/npcalc.htm,3414,4614,9053,13500.0,1473,5781,0,27820,0.1698,,,0.5677352637,19424,22,False,True,True,False
University of Guam,Mangilao,GU,96923,https://www.uog.edu/,https://www.uog.edu/financial-aid/calculator,6110,11414,14380,16786.0,2629,7574,0,35946,0.3959,,,0.4598792062,27240,21,False,True,True,False
Northern Marianas College,Saipan,MP,96950-1250,www.marianas.edu/,www.marianas.edu/net-price-calculator,4038,5520,9076,13500.0,1279,2085,0,27836,0.3353,,,0.4982394366,18430,21,False,True,True,False
Institute of Beauty Careers,Arecibo,PR,00613,www.ibcbelleza.com/,collegecost.ed.gov/net-price,0,0,0,13500.0,131,0,7618,17713,0.4886,,,0.5622222222,0,22,False,True,True,False
American University of Puerto Rico,Bayamon,PR,00960-2037,aupr.edu/,aupr.edu/net-price-calculator/,7056,7056,18357,5750.0,196,0,8932,24470,0.2537,,,0.4082914573,6074,25,False,True,True,False
American University of Puerto Rico,Manati,PR,00674-1082,aupr.edu/,aupr.edu/net-price-calculator/,7056,7056,18167,5750.0,200,0,9458,24470,0.3498,,,0.4082914573,6074,25,False,True,True,False
American Educational College,Bayamon,PR,00961,https://www.amedcopr.com/,https://www.amedcopr.com/netpricecalculator/,7680,7680,10188,13500.0,141,0,7096,17172,0.3765,,,0.5704960836,0,24,False,True,True,False
Antilles School of Technical Careers,San Juan,PR,00909,https://antillespr.edu/,antillespr.edu/net-price-calculator-2018/npcalc.htm,0,0,0,13500.0,397,0,2431,21766,0.5899,,,0.4440734558,0,26,False,True,True,False
Universidad Adventista de las Antillas,Mayaguez,PR,00680-0000,https://www.uaa.edu/,https://bigfuture.collegeboard.org/pay-for-college/calculate-your-cost,7700,7700,13305,15750.0,787,0,6864,28465,0.4538,0.8308,,0.3829431438,14717,21,False,False,True,False
Atlantic University College,Guaynabo,PR,00970,www.atlanticu.edu/,www.atlanticu.edu/net-price-calculator/,7060,7060,11548,5457.0,1577,0,5548,25272,0.4044,,,0.1530120482,14493,20,False,True,True,False
Universidad Central de Bayamon,Bayamón,PR,00960-1725,www.ucb.edu.pr/,www.ucb.edu.pr/web/wp-content/uploads/2021/08/Netpricecalculatorucb.html,5594,5594,11022,9393.0,602,0,3298,25021,0.3353,0.8036,,0.3075862069,9597,22,False,False,True,False
Columbia Central University-Caguas,Caguas,PR,00726,columbiacentral.edu/,columbiacentral.edu/asistencia-economica/net-price-calculator/net-price-calculator/,7830,7830,11777,6148.0,1882,0,4052,23134,0.5865,,,0.3946917808,1680,24,False,True,True,False
Albizu University-San Juan,San Juan,PR,00902-3711,https://www.albizu.edu/,https://www.albizu.edu/wp-content/uploads/NetPriceCalculator/san_juan/npcalc.htm,7665,7665,18932,5500.0,701,0,9857,41544,0.5816,1.0,,0.2505800464,16091,26,False,False,True,False
Caribbean University-Bayamon,Bayamon,PR,00960-0493,www.caribbean.edu/,www.caribbean.edu/netprice/index.html,5966,5966,8997,10500.0,645,0,6283,22842,0.2203,,,0.4988095238,0,22,False,True,True,False
Caribbean University-Carolina,Carolina,PR,00985,www.caribbean.edu/,www.caribbean.edu/netprice/index.html,5952,5952,10146,10500.0,131,0,5867,22842,0.3247,,,0.4988095238,0,22,False,True,True,False
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,00614-4045,www.pucpr.edu/arecibo,https://arecibo.pucpr.edu/net_price_calculator/,5818,5818,15169,15500.0,290,0,8008,24908,0.383,0.9821,,0.3084022915,10990,21,False,False,True,False
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,00717-9997,www.pucpr.edu/,https://www.pucpr.edu/net_price_calculator/index.html,5920,5920,16013,15500.0,4075,0,9166,24908,0.427,0.9474,,0.3084022915,10990,21,False,False,True,False
CEM College-San Juan,San Juan,PR,00926-1931,www.cemcollege.edu/cem/,www.cemcollege.edu/cem/netprice/,12300,12300,17096,5000.0,210,0,10533,21033,0.3689,,,0.6864295125,0,24,False,True,True,False
Universidad Teologica del Caribe,Trujillo Alto,PR,00978-0901,www.utcpr.edu/,utcpr.edu/Section.aspx,6510,6510,14360,12050.0,280,0,12195,23536,0.3934,,,0.5487804878,9084,39,False,True,True,False
Colegio Universitario de San Juan,San Juan,PR,00918,www.cunisanjuan.edu/,www.cunisanjuan.edu/net-price-calculator/,2340,2340,5705,13500.0,596,2470,0,26510,0.3153,0.9846,,0.4522502744,2459,23,False,False,True,False
Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,00926-2602,uagm.edu/,documento.uagm.edu/cupey/estudiante_consumidor/NP-UAGM-Cupey.html,6920,6920,13201,14250.0,4780,0,6365,24490,0.328,,,0.4282491758,6993,23,False,True,True,False
Puerto Rico Conservatory of Music,San Juan,PR,00907-3373,cmpr.edu/,cmpr.edu/npcalc.htm,3370,3370,10420,8875.0,282,7230,0,19474,0.6274,0.8448,,0.0952380952,20319,20,False,False,True,False
Center for Advanced Studies On Puerto Rico and the Caribbean,San Juan,PR,00901,ceaprc.edu/,www.ceaprc.edu/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,PR,00685,www.edpuniversity.edu/,edpuniversity.edu/npcalc.htm,6900,12600,12894,14000.0,922,0,5639,22844,0.3411,0.9008,,0.44092827,7153,28,False,False,True,False
Emma's Beauty Academy-Mayaguez,Mayaguez,PR,00680-4222,www.emmasbeautyacademy.net/,netprice.emmasbeautyacademy.net/npcalc.html,0,0,0,13500.0,235,0,4010,14827,0.6864,,,0.570977918,0,21,False,True,True,False
Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,00902-1112,www.eap.edu/,https://eap.edu/net-price-calculator.html,4304,7304,8060,13500.0,489,4835,0,21790,0.3541,1.0,890.0,0.1734104046,19629,20,False,False,False,False
Instituto Tecnologico de Puerto Rico-Recinto de Manati,Manati,PR,00674-1091,itec.pr/ITPR-Joomla/,itec.pr/,1600,1600,5500,13500.0,298,2837,0,26293,0.5863,0.9185,,0.4220532319,6228,21,False,False,True,False
Huertas College,Caguas,PR,00725,www.huertas.edu/,huertas.edu/hc/net-price-calculator/,7920,7920,12945,7500.0,391,0,7792,22927,0.4643,,,0.3597206054,0,24,False,True,True,False
Humacao Community College,Humacao,PR,00791,www.hccpr.edu/,https://hccpr.edu/finaid/,6560,6560,10447,13500.0,214,0,3720,20064,0.5286,,,0.5220588235,0,24,False,True,True,False
ICPR Junior College-Arecibo,Arecibo,PR,00614-0067,www.icprjc.edu/,www.icprjc.edu/netPriceCalculator/npcalc.htm,7560,7560,12271,13500.0,326,0,4263,18694,0.5512,,,0.572737069,0,25,False,True,True,False
ICPR Junior College-Mayaguez,Mayaguez,PR,00681-1108,www.icprjc.edu/,www.icprjc.edu/netPriceCalculator/npcalc.htm,7560,7560,13873,13500.0,347,0,6313,18694,0.4944,,,0.572737069,0,25,False,True,True,False
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Guayama,PR,00784-0000,www.de.gov/itec-2/,https://instituto-tecnologico-de-puerto-rico-1.jimdosite.com/,1600,1600,8212,13500.0,247,2370,0,26293,0.3636,0.75,,0.4220532319,6228,21,False,False,True,False
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,San Juan,PR,00924,https://instituto-tecnologico-de-puerto-rico-1.jimdosite.com/,https://nces.ed.gov/ipeds/netpricecalculator/#/,3707,3707,7485,13500.0,165,2985,0,26293,0.3116,0.6235,,0.4220532319,6228,21,False,False,True,False
Inter American University of Puerto Rico-San German,San German,PR,00683,www.sg.inter.edu/,https://www.sg.inter.edu/wp-content/uploads/Documentos/asis-economica/index.html,5580,5580,14911,8500.0,2699,0,8533,25416,0.4192,0.4011,,0.3579571363,11003,21,False,False,True,False
Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,00603,aguadilla.inter.edu/,https://www.inter.edu/NetPrice/Aguadilla/,5542,5542,14521,6250.0,2908,0,7937,24776,0.354,0.4568,,0.4288086343,5900,22,False,False,True,False
Inter American University of Puerto Rico-Arecibo,Arecibo,PR,00614,www.arecibo.inter.edu/,www.arecibo.inter.edu/npc,5580,5580,14570,9000.0,2352,0,8399,24539,0.3265,0.3331,,0.3528673085,7423,22,False,False,True,False
Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,00794,www.br.inter.edu/,https://www.inter.edu/NetPrice/Barranquitas/,5542,5542,14255,5200.0,996,0,7631,23204,0.4243,0.6777,,0.5058139535,0,21,False,False,True,False
Inter American University of Puerto Rico-Metro,San Juan,PR,00919,metro.inter.edu/,https://www.inter.edu/NetPrice/Metropolitan/,5580,5580,15073,10975.0,3099,0,8789,30821,0.3454,0.4678,,0.2553742038,13696,24,False,False,True,False
Inter American University of Puerto Rico-Ponce,Mercedita,PR,00715-1602,www.ponce.inter.edu/,https://www.inter.edu/NetPrice/Ponce/,5580,5580,14628,6375.0,2752,0,8360,26721,0.4189,0.5275,,0.3379380054,11802,23,False,False,True,False
Inter American University of Puerto Rico-Fajardo,Fajardo,PR,00738-7003,www.fajardo.inter.edu/,https://www.inter.edu/NetPrice/Fajardo/,5580,5580,14674,5750.0,1185,0,8796,23132,0.3511,0.4465,,0.3214574899,8816,22,False,False,True,False
Inter American University of Puerto Rico-Guayama,Guayama,PR,00784,www.guayama.inter.edu/,https://www.inter.edu/NetPrice/Guayama/,5580,5580,14966,9500.0,1473,0,8541,25827,0.3957,0.4696,,0.3826311264,3990,23,False,False,True,False
Inter American University of Puerto Rico-Bayamon,Bayamon,PR,00957-6257,bayamon.inter.edu/,https://www.inter.edu/NetPrice/Bayamon/,5580,5580,14630,8250.0,3730,0,8663,29936,0.3277,0.3381,,0.2726588943,12983,21,False,False,True,False
Inter American University of Puerto Rico-School of Law,San Juan,PR,00936-8351,www.derecho.inter.edu/,asistencia.inter.edu/calculadora/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
Liceo de Arte y Tecnologia,San Juan,PR,00917,www.liceo.edu/,https://www.liceo.edu/netprice/npcalc.htm,0,0,0,4293.0,944,0,7336,26733,0.6486,,,0.3007246377,7527,25,False,True,True,False
Modern Hairstyling Institute-Bayamon,Bayamon,PR,00961,www.modern.edu/,www.modern.edu/,0,0,0,13500.0,171,0,5561,17105,0.702,0.8571,,0.7637795276,0,22,False,False,True,False
Modern Hairstyling Institute-Arecibo,Arecibo,PR,00612,www.modern.edu/,www.modern.edu/,0,0,0,13500.0,66,0,4361,15266,0.695,0.87,,0.2926829268,0,21,False,False,True,False
NUC University,Bayamon,PR,00960,www.nuc.edu/,https://nucmain.azurewebsites.net/npc/npcalc.htm,7158,8870,14024,9500.0,25359,0,6122,24785,0.627,,,0.4685216414,0,27,False,True,True,False
Ponce Health Sciences University,Ponce,PR,00716-2347,https://www.psm.edu/,https://www.psm.edu/doc/npc/,0,0,0,13500.0,0,0,0,0,,,,,0,0,True,True,True,True
University of Puerto Rico-Aguadilla,Aguadilla,PR,00604-1309,https://www.uprag.edu/,https://www.uprag.edu/opei_old/NPC/index.html,5954,5954,12114,5500.0,1960,5119,0,27997,0.4681,0.7684,974.0,0.2815472416,15989,19,False,False,False,False
University of Puerto Rico-Arecibo,Arecibo,PR,00614-4010,www.upra.edu/,docs.upra.edu/admisiones/NetPriceCalculator/npcalc.htm,5324,5324,18118,4500.0,2855,8499,0,30512,0.468,0.6004,,0.2242355606,16175,19,False,False,True,False
University of Puerto Rico-Bayamon,Bayamon,PR,00959,www.uprb.edu/,web.uprb.edu/npcalc.htm,6284,6284,11195,5500.0,3022,7987,0,34409,0.3905,0.9323,,0.1820608649,19142,19,False,False,True,False
University of Puerto Rico-Carolina,Carolina,PR,00984-4800,www.uprc.edu/,home.uprc.upr.edu/info/NetPrice/index.html,7986,7986,19780,5500.0,2197,12850,0,30626,0.4318,0.5542,930.0,0.1844011142,20302,20,False,False,False,False
University of Puerto Rico-Cayey,Cayey,PR,00737-2230,www.cayey.upr.edu/,https://www.upr.edu/netprice/cayey.html,5354,5354,15146,5000.0,2200,5444,0,30958,0.4722,0.4932,1023.0,0.1912908243,17544,19,False,False,False,False
University of Puerto Rico-Humacao,Humacao,PR,00792,www.upr.edu/humacao/,www.uprh.edu/npcalc.htm,5364,5364,18858,5500.0,2591,12335,0,29521,0.4956,0.5205,,0.2226967663,18717,19,False,False,True,False
University of Puerto Rico-Utuado,Utuado,PR,00641,www.uprutuado.edu/,www.uprutuado.edu/decanato-estudiantil/asistencia-economica/net-price-calculator/,5354,5354,19254,3500.0,344,12633,0,23906,0.163,0.6804,,0.2723658052,13787,19,False,False,True,False
University of Puerto Rico-Mayaguez,Mayaguez,PR,00681,https://www.uprm.edu/,https://www.uprm.edu/netpricecalculator/,5274,5274,18788,8250.0,9999,9447,0,48992,0.4462,0.5435,,0.1701680672,20875,19,False,False,True,False
University of Puerto Rico-Medical Sciences,San Juan,PR,00936-5067,www.rcm.upr.edu/,www.rcm.upr.edu/net-price-calculator/,0,0,0,13500.0,264,0,0,45953,,,,0.1689655172,18236,22,True,True,True,False
University of Puerto Rico at Ponce,Ponce,PR,00716-9996,www.uprp.edu/,sites.google.com/upr.edu/opei-netpricecalculator/,5354,5354,14524,5500.0,2123,4073,0,31394,0.4499,0.5404,,0.2142857143,17959,19,False,False,True,False
University of Puerto Rico-Rio Piedras,San Juan,PR,00931-0000,www.uprrp.edu/,www.uprrp.edu/netpricecalc/npcalc.htm,5324,5324,14944,5500.0,9112,7926,0,35723,0.486,0.5159,,0.1558323896,19937,19,False,False,True,False
Universidad Ana G. Mendez-Carolina Campus,Carolina,PR,00985-0985,uagm.edu/,documento.uagm.edu/carolina/estudiante_consumidor/asistencia_economica/NP-UAGM-Carolina.html,6920,6920,12890,14500.0,4651,0,6459,24328,0.3439,,,0.4060663507,8983,24,False,True,True,False
Universidad del Sagrado Corazon,Santurce,PR,00914,www.sagrado.edu/,mi.sagrado.edu/ICS/ClientConfig/HtmlContent/netcalculator2017/Net Price Calculator.html,6170,6170,19699,16250.0,3675,0,12969,31754,0.4024,0.5523,,0.2772397094,17795,24,False,False,True,False
